02.05.2016;1.0994;1.1007;1.0993;1.0998;0
29.04.2016;1.0974;1.0994;1.0957;1.0984;1
28.04.2016;1.1;1.1004;1.0965;1.097;2
27.04.2016;1.1002;1.101;1.0991;1.0997;3
26.04.2016;1.099;1.1004;1.0983;1.1002;4
25.04.2016;1.0982;1.0993;1.0965;1.0991;5
22.04.2016;1.1004;1.1016;1.0979;1.0986;6
21.04.2016;1.0982;1.1007;1.0964;1.1006;7
20.04.2016;1.0922;1.0989;1.0918;1.0984;8
19.04.2016;1.0911;1.0929;1.0904;1.0924;9
18.04.2016;1.0921;1.0923;1.0904;1.091;10
15.04.2016;1.0888;1.0927;1.0885;1.0923;11
14.04.2016;1.0904;1.0904;1.0868;1.089;12
13.04.2016;1.0876;1.091;1.0872;1.0903;13
12.04.2016;1.0887;1.0893;1.0873;1.0878;14
11.04.2016;1.0868;1.0898;1.0866;1.0892;15
08.04.2016;1.0877;1.0894;1.0861;1.0868;16
07.04.2016;1.0893;1.0906;1.0846;1.087;17
06.04.2016;1.0885;1.091;1.0882;1.0897;18
05.04.2016;1.0922;1.0925;1.088;1.0885;19
04.04.2016;1.0925;1.0933;1.0913;1.0923;20
01.04.2016;1.0944;1.095;1.0906;1.0915;21
31.03.2016;1.0935;1.0953;1.0906;1.0946;22
30.03.2016;1.0912;1.0942;1.0895;1.0937;23
29.03.2016;1.0907;1.0928;1.0885;1.0913;24
28.03.2016;1.0913;1.0917;1.0901;1.0907;25
25.03.2016;1.0906;1.0923;1.0895;1.0911;26
24.03.2016;1.0906;1.0909;1.0876;1.0906;27
23.03.2016;1.0913;1.0923;1.0875;1.0907;28
22.03.2016;1.0911;1.0916;1.0876;1.0912;29
21.03.2016;1.0937;1.0942;1.0896;1.091;30
18.03.2016;1.0946;1.0948;1.0906;1.0924;31
17.03.2016;1.0973;1.0994;1.0923;1.0944;32
16.03.2016;1.096;1.0983;1.0941;1.0971;33
15.03.2016;1.0964;1.0971;1.0945;1.0961;34
14.03.2016;1.0969;1.0991;1.0946;1.0963;35
11.03.2016;1.1007;1.1017;1.0937;1.0953;36
10.03.2016;1.0974;1.1022;1.09;1.1006;37
09.03.2016;1.0959;1.1;1.0948;1.0969;38
08.03.2016;1.0963;1.097;1.0918;1.0959;39
07.03.2016;1.0921;1.0974;1.0917;1.0968;40
04.03.2016;1.086;1.0944;1.0853;1.0932;41
03.03.2016;1.0834;1.0874;1.0828;1.086;42
02.03.2016;1.0839;1.0859;1.0821;1.0831;43
01.03.2016;1.0893;1.0893;1.0825;1.0841;44
29.02.2016;1.0894;1.0894;1.0893;1.0893;45
26.02.2016;1.0917;1.0941;1.0888;1.0889;46
25.02.2016;1.0893;1.0948;1.089;1.0916;47
24.02.2016;1.0928;1.0943;1.0865;1.0895;48
23.02.2016;1.1025;1.1028;1.0916;1.0929;49
22.02.2016;1.1014;1.1027;1.0995;1.1023;50
19.02.2016;1.1031;1.1048;1.0999;1.1017;51
18.02.2016;1.1046;1.1054;1.1021;1.1031;52
17.02.2016;1.1013;1.1061;1.1006;1.1045;53
16.02.2016;1.1014;1.1033;1.1007;1.1013;54
15.02.2016;1.0984;1.1032;1.0981;1.1016;55
12.02.2016;1.1006;1.1021;1.0966;1.0996;56
11.02.2016;1.0984;1.1043;1.0951;1.1004;57
10.02.2016;1.0986;1.0996;1.0952;1.0987;58
09.02.2016;1.1053;1.1054;1.0959;1.0991;59
08.02.2016;1.107;1.1095;1.1019;1.1054;60
05.02.2016;1.1131;1.1135;1.1035;1.1059;61
04.02.2016;1.1151;1.1199;1.1115;1.1129;62
03.02.2016;1.1128;1.1161;1.11;1.1147;63
02.02.2016;1.1104;1.1159;1.1102;1.1125;64
01.02.2016;1.1079;1.1116;1.1077;1.1106;65
29.01.2016;1.1092;1.1165;1.1058;1.1081;66
28.01.2016;1.1062;1.1107;1.1046;1.1093;67
27.01.2016;1.1056;1.1076;1.103;1.1062;68
26.01.2016;1.0989;1.106;1.0986;1.1054;69
25.01.2016;1.0963;1.1006;1.0958;1.0989;70
22.01.2016;1.0954;1.0987;1.0923;1.0973;71
21.01.2016;1.0939;1.0974;1.0919;1.0951;72
20.01.2016;1.095;1.0979;1.091;1.0941;73
19.01.2016;1.0947;1.0965;1.0912;1.0948;74
18.01.2016;1.0941;1.0963;1.0937;1.0947;75
15.01.2016;1.0921;1.0961;1.0913;1.0931;76
14.01.2016;1.095;1.0982;1.0915;1.0923;77
13.01.2016;1.0879;1.0955;1.0871;1.0948;78
12.01.2016;1.0878;1.0887;1.0844;1.0879;79
11.01.2016;1.0862;1.0883;1.0845;1.0877;80
08.01.2016;1.0857;1.0885;1.0843;1.087;81
07.01.2016;1.0857;1.0884;1.0842;1.0859;82
06.01.2016;1.0845;1.087;1.0828;1.086;83
05.01.2016;1.0855;1.0879;1.0836;1.0844;84
04.01.2016;1.0866;1.0901;1.0837;1.0854;85
01.01.2016;1.0863;1.0863;1.0863;1.0863;86
31.12.2015;1.0806;1.088;1.0794;1.0863;87
30.12.2015;1.0842;1.085;1.0778;1.0803;88
29.12.2015;1.0842;1.0857;1.0827;1.0843;89
28.12.2015;1.0822;1.0855;1.0816;1.0842;90
25.12.2015;1.0813;1.0813;1.0813;1.0813;91
24.12.2015;1.0808;1.0822;1.08;1.0813;92
23.12.2015;1.082;1.0825;1.0801;1.0808;93
22.12.2015;1.083;1.0847;1.0815;1.0819;94
21.12.2015;1.0776;1.0841;1.0775;1.083;95
18.12.2015;1.0781;1.0797;1.0757;1.0781;96
17.12.2015;1.0797;1.0824;1.0775;1.0784;97
16.12.2015;1.0836;1.0838;1.0761;1.0802;98
15.12.2015;1.0841;1.0845;1.0804;1.0837;99
14.12.2015;1.0805;1.0842;1.0767;1.0839;100
11.12.2015;1.0814;1.0841;1.0795;1.081;101
10.12.2015;1.0836;1.0847;1.0795;1.0812;102
09.12.2015;1.0808;1.0855;1.0807;1.0837;103
08.12.2015;1.0838;1.0858;1.0803;1.0812;104
07.12.2015;1.0843;1.0877;1.0816;1.0837;105
04.12.2015;1.086;1.0916;1.0831;1.0844;106
03.12.2015;1.0807;1.0938;1.0801;1.0866;107
02.12.2015;1.0905;1.0911;1.0808;1.0808;108
01.12.2015;1.0872;1.0935;1.0856;1.0905;109
30.11.2015;1.0908;1.0917;1.0846;1.0873;110
27.11.2015;1.0857;1.0927;1.0853;1.091;111
26.11.2015;1.0851;1.0877;1.0842;1.0857;112
25.11.2015;1.0824;1.086;1.0812;1.0851;113
24.11.2015;1.0831;1.0852;1.0812;1.0825;114
23.11.2015;1.0832;1.0856;1.0814;1.083;115
20.11.2015;1.0873;1.0877;1.0835;1.0844;116
19.11.2015;1.087;1.09;1.0861;1.0873;117
18.11.2015;1.0797;1.0872;1.079;1.0869;118
17.11.2015;1.0787;1.082;1.0774;1.0795;119
16.11.2015;1.0793;1.0817;1.0784;1.0788;120
13.11.2015;1.0812;1.0836;1.0781;1.0835;121
12.11.2015;1.0799;1.0827;1.0756;1.0813;122
11.11.2015;1.0789;1.0806;1.077;1.0798;123
10.11.2015;1.0797;1.08;1.0762;1.079;124
09.11.2015;1.0806;1.0818;1.0768;1.0791;125
06.11.2015;1.0835;1.084;1.0743;1.0798;126
05.11.2015;1.0793;1.0844;1.0787;1.0834;127
04.11.2015;1.0862;1.0869;1.0782;1.0793;128
03.11.2015;1.0874;1.0877;1.0846;1.0865;129
02.11.2015;1.0885;1.0894;1.0859;1.0873;130
30.10.2015;1.0868;1.0918;1.0851;1.0871;131
29.10.2015;1.0859;1.0878;1.0837;1.0868;132
28.10.2015;1.0893;1.0909;1.083;1.0859;133
27.10.2015;1.0867;1.0898;1.0849;1.0895;134
26.10.2015;1.0781;1.0878;1.0773;1.0868;135
23.10.2015;1.0806;1.0828;1.0759;1.0784;136
22.10.2015;1.0879;1.0899;1.0792;1.0805;137
21.10.2015;1.0851;1.0891;1.0839;1.088;138
20.10.2015;1.0834;1.0854;1.0798;1.0849;139
19.10.2015;1.0834;1.0852;1.0813;1.0833;140
16.10.2015;1.0844;1.0848;1.0784;1.0826;141
15.10.2015;1.0897;1.0909;1.0814;1.0814;142
14.10.2015;1.0903;1.0917;1.0878;1.0899;143
13.10.2015;1.0935;1.095;1.0891;1.0903;144
12.10.2015;1.0928;1.0944;1.0915;1.0936;145
09.10.2015;1.09;1.093;1.0881;1.0927;146
08.10.2015;1.0941;1.0948;1.0892;1.0899;147
07.10.2015;1.09;1.0948;1.0867;1.094;148
06.10.2015;1.0919;1.094;1.0898;1.0905;149
05.10.2015;1.0902;1.0945;1.0895;1.0916;150
02.10.2015;1.0934;1.0941;1.0885;1.0893;151
01.10.2015;1.0883;1.0942;1.0876;1.0933;152
30.09.2015;1.0926;1.0945;1.0877;1.0884;153
29.09.2015;1.0947;1.0956;1.0896;1.0926;154
28.09.2015;1.0961;1.0967;1.0913;1.0948;155
25.09.2015;1.0933;1.0981;1.0891;1.0958;156
24.09.2015;1.0953;1.0967;1.0917;1.0932;157
23.09.2015;1.0849;1.0958;1.0841;1.0956;158
22.09.2015;1.0876;1.0888;1.0824;1.0848;159
21.09.2015;1.0947;1.0958;1.0845;1.0874;160
18.09.2015;1.0983;1.0983;1.09;1.0945;161
17.09.2015;1.0963;1.0995;1.0947;1.0973;162
16.09.2015;1.0973;1.0994;1.0916;1.0965;163
15.09.2015;1.0955;1.0999;1.0944;1.0974;164
14.09.2015;1.0992;1.1012;1.0939;1.0955;165
11.09.2015;1.0974;1.105;1.0968;1.0989;166
10.09.2015;1.0943;1.0983;1.0922;1.0975;167
09.09.2015;1.0963;1.0974;1.088;1.0942;168
08.09.2015;1.0892;1.0984;1.0873;1.0964;169
07.09.2015;1.0847;1.0899;1.083;1.0894;170
05.09.2015;1.084;1.084;1.084;1.084;171
04.09.2015;1.0826;1.0874;1.0801;1.084;172
03.09.2015;1.088;1.0903;1.0821;1.0827;173
02.09.2015;1.0846;1.0902;1.0832;1.088;174
01.09.2015;1.0838;1.0872;1.0816;1.0848;175
31.08.2015;1.0774;1.0855;1.0773;1.084;176
28.08.2015;1.0859;1.087;1.0734;1.0766;177
27.08.2015;1.0796;1.0871;1.0758;1.0861;178
26.08.2015;1.0825;1.0858;1.0762;1.0797;179
25.08.2015;1.0802;1.0881;1.0773;1.082;180
24.08.2015;1.0783;1.0873;1.0764;1.0804;181
21.08.2015;1.077;1.0802;1.0756;1.0774;182
20.08.2015;1.0734;1.0793;1.0713;1.0772;183
19.08.2015;1.0778;1.0801;1.0715;1.0734;184
18.08.2015;1.0841;1.0848;1.076;1.0775;185
17.08.2015;1.0845;1.0854;1.0815;1.0843;186
14.08.2015;1.0888;1.0891;1.0836;1.0842;187
13.08.2015;1.0884;1.0894;1.0828;1.0885;188
12.08.2015;1.0911;1.096;1.0842;1.0883;189
11.08.2015;1.0837;1.0918;1.0775;1.091;190
10.08.2015;1.0783;1.0841;1.0761;1.0838;191
07.08.2015;1.0716;1.0788;1.0708;1.0783;192
06.08.2015;1.0674;1.0723;1.0672;1.0715;193
05.08.2015;1.0648;1.0682;1.0624;1.0674;194
04.08.2015;1.0616;1.0672;1.0601;1.0647;195
03.08.2015;1.0602;1.0602;1.0602;1.0602;196
31.07.2015;1.0596;1.0653;1.0532;1.0602;197
30.07.2015;1.0624;1.0667;1.0576;1.0596;198
29.07.2015;1.0648;1.0654;1.061;1.0623;199
28.07.2015;1.0673;1.0675;1.0632;1.0644;200
27.07.2015;1.0568;1.0568;1.0568;1.0568;201
26.07.2015;1.0568;1.0568;1.0568;1.0568;202
24.07.2015;1.0542;1.0581;1.0507;1.0568;203
23.07.2015;1.0489;1.0553;1.0472;1.0541;204
22.07.2015;1.0484;1.0493;1.0459;1.0489;205
21.07.2015;1.0437;1.0493;1.0426;1.0482;206
20.07.2015;1.0414;1.0414;1.0414;1.0414;207
19.07.2015;1.0414;1.0414;1.0414;1.0414;208
17.07.2015;1.0415;1.0441;1.0409;1.0414;209
16.07.2015;1.0421;1.0439;1.0399;1.0417;210
15.07.2015;1.0403;1.0453;1.0398;1.0422;211
14.07.2015;1.0454;1.0465;1.04;1.0402;212
13.07.2015;1.0474;1.0474;1.0474;1.0474;213
12.07.2015;1.0474;1.0474;1.0474;1.0474;214
10.07.2015;1.0472;1.0525;1.0428;1.0474;215
09.07.2015;1.0471;1.0506;1.0431;1.047;216
08.07.2015;1.0413;1.0518;1.0394;1.0471;217
07.07.2015;1.0421;1.0435;1.0367;1.0409;218
06.07.2015;1.0452;1.0452;1.0452;1.0452;219
05.07.2015;1.0452;1.0452;1.0452;1.0452;220
03.07.2015;1.046;1.0471;1.0431;1.0452;221
02.07.2015;1.048;1.0524;1.0449;1.046;222
01.07.2015;1.0425;1.0493;1.0405;1.048;223
30.06.2015;1.039;1.0453;1.0372;1.0419;224
29.06.2015;1.0422;1.0422;1.0422;1.0422;225
28.06.2015;1.0422;1.0422;1.0422;1.0422;226
26.06.2015;1.0486;1.0496;1.0412;1.0422;227
25.06.2015;1.0461;1.0546;1.0454;1.0487;228
24.06.2015;1.0432;1.0474;1.0425;1.046;229
23.06.2015;1.0449;1.0474;1.0426;1.0433;230
22.06.2015;1.042;1.042;1.042;1.042;231
21.06.2015;1.042;1.042;1.042;1.042;232
19.06.2015;1.0476;1.0489;1.0404;1.042;233
18.06.2015;1.0458;1.0533;1.0439;1.0474;234
17.06.2015;1.0484;1.0486;1.0404;1.0455;235
16.06.2015;1.0491;1.0509;1.0455;1.0483;236
15.06.2015;1.046;1.046;1.046;1.046;237
14.06.2015;1.046;1.046;1.046;1.046;238
12.06.2015;1.0498;1.0507;1.0427;1.046;239
11.06.2015;1.0552;1.0554;1.0495;1.0495;240
10.06.2015;1.05;1.0553;1.0476;1.0552;241
09.06.2015;1.0465;1.0513;1.0443;1.05;242
08.06.2015;1.0442;1.0442;1.0442;1.0442;243
07.06.2015;1.0442;1.0442;1.0442;1.0442;244
05.06.2015;1.0485;1.0535;1.0441;1.0442;245
04.06.2015;1.0525;1.0573;1.0481;1.0482;246
03.06.2015;1.0406;1.054;1.0399;1.0527;247
02.06.2015;1.0331;1.0432;1.0312;1.0405;248
01.06.2015;1.0336;1.0336;1.0336;1.0336;249
31.05.2015;1.0336;1.0336;1.0336;1.0336;250
29.05.2015;1.0336;1.0364;1.0281;1.0336;251
28.05.2015;1.0358;1.0361;1.0307;1.0338;252
27.05.2015;1.0366;1.0373;1.0317;1.0359;253
26.05.2015;1.038;1.0383;1.0324;1.0368;254
25.05.2015;1.0393;1.0393;1.0393;1.0393;255
24.05.2015;1.0393;1.0393;1.0393;1.0393;256
22.05.2015;1.0408;1.0449;1.0387;1.0393;257
21.05.2015;1.0393;1.0418;1.0387;1.041;258
20.05.2015;1.0445;1.0449;1.0391;1.0393;259
19.05.2015;1.0479;1.0489;1.0405;1.0446;260
18.05.2015;1.0483;1.0483;1.0483;1.0483;261
17.05.2015;1.0483;1.0483;1.0483;1.0483;262
15.05.2015;1.041;1.0506;1.0402;1.0483;263
14.05.2015;1.041;1.043;1.0385;1.0411;264
13.05.2015;1.0421;1.044;1.0404;1.0411;265
12.05.2015;1.0419;1.0438;1.0386;1.0422;266
11.05.2015;1.0444;1.0444;1.0444;1.0444;267
10.05.2015;1.0444;1.0444;1.0444;1.0444;268
08.05.2015;1.0378;1.0451;1.0333;1.0444;269
07.05.2015;1.0391;1.0403;1.0306;1.0378;270
06.05.2015;1.0363;1.04;1.0358;1.0392;271
05.05.2015;1.0409;1.0426;1.0348;1.0363;272
04.05.2015;1.0444;1.0444;1.0444;1.0444;273
03.05.2015;1.0444;1.0444;1.0444;1.0444;274
01.05.2015;1.0466;1.0502;1.0443;1.0444;275
30.04.2015;1.0456;1.0523;1.043;1.0466;276
29.04.2015;1.0488;1.0508;1.0428;1.0457;277
28.04.2015;1.04;1.0498;1.038;1.0486;278
27.04.2015;1.0371;1.0371;1.0371;1.0371;279
26.04.2015;1.0371;1.0371;1.0371;1.0371;280
24.04.2015;1.033;1.0381;1.0318;1.0371;281
23.04.2015;1.041;1.041;1.0314;1.0331;282
22.04.2015;1.0261;1.0427;1.024;1.0406;283
21.04.2015;1.027;1.0275;1.0236;1.0262;284
20.04.2015;1.0291;1.0291;1.0291;1.0291;285
19.04.2015;1.0291;1.0291;1.0291;1.0291;286
17.04.2015;1.0291;1.0327;1.0265;1.0291;287
16.04.2015;1.0308;1.0344;1.0276;1.0292;288
15.04.2015;1.0362;1.0366;1.0295;1.0308;289
14.04.2015;1.0337;1.038;1.0297;1.0361;290
13.04.2015;1.0385;1.0385;1.0385;1.0385;291
12.04.2015;1.0385;1.0385;1.0385;1.0385;292
10.04.2015;1.0421;1.0426;1.0368;1.0385;293
09.04.2015;1.042;1.045;1.0406;1.0421;294
08.04.2015;1.0448;1.0469;1.0409;1.042;295
07.04.2015;1.0478;1.048;1.0427;1.0448;296
06.04.2015;1.0448;1.0448;1.0448;1.0448;297
05.04.2015;1.0448;1.0448;1.0448;1.0448;298
03.04.2015;1.0441;1.0464;1.042;1.0448;299
02.04.2015;1.0407;1.045;1.0389;1.0444;300
01.04.2015;1.0441;1.0459;1.0395;1.0408;301
31.03.2015;1.0477;1.0486;1.042;1.0442;302
30.03.2015;1.047;1.047;1.047;1.047;303
28.03.2015;1.047;1.047;1.047;1.047;304
27.03.2015;1.0479;1.0507;1.0432;1.047;305
26.03.2015;1.053;1.0542;1.0465;1.0481;306
25.03.2015;1.0468;1.0546;1.0454;1.0531;307
24.03.2015;1.0576;1.058;1.0424;1.0466;308
23.03.2015;1.0552;1.0552;1.0552;1.0552;309
22.03.2015;1.0552;1.0552;1.0552;1.0552;310
20.03.2015;1.0556;1.0589;1.0528;1.0552;311
19.03.2015;1.0642;1.07;1.0531;1.0555;312
18.03.2015;1.0657;1.0669;1.0568;1.0654;313
17.03.2015;1.065;1.0672;1.0618;1.0655;314
16.03.2015;1.0557;1.0557;1.0557;1.0557;315
15.03.2015;1.0557;1.0557;1.0557;1.0557;316
13.03.2015;1.0657;1.0673;1.0515;1.0557;317
12.03.2015;1.0648;1.0681;1.0623;1.0659;318
11.03.2015;1.0674;1.0695;1.0621;1.0648;319
10.03.2015;1.07;1.0732;1.0663;1.0677;320
09.03.2015;1.0683;1.0719;1.0671;1.0698;321
08.03.2015;1.0691;1.0694;1.0682;1.0683;322
07.03.2015;1.0691;1.0691;1.0691;1.0691;323
06.03.2015;1.074;1.0756;1.064;1.0691;324
05.03.2015;1.0677;1.075;1.0653;1.0743;325
04.03.2015;1.0744;1.0751;1.0631;1.0676;326
03.03.2015;1.0717;1.0761;1.07;1.0745;327
02.03.2015;1.0672;1.0672;1.0672;1.0672;328
01.03.2015;1.0672;1.0672;1.0672;1.0672;329
27.02.2015;1.0663;1.0693;1.0612;1.0672;330
26.02.2015;1.078;1.0796;1.0661;1.0662;331
25.02.2015;1.0783;1.0799;1.0758;1.078;332
24.02.2015;1.0771;1.0788;1.0727;1.078;333
23.02.2015;1.067;1.067;1.067;1.067;334
22.02.2015;1.067;1.067;1.067;1.067;335
20.02.2015;1.0792;1.0812;1.0667;1.067;336
19.02.2015;1.0741;1.0803;1.0732;1.0793;337
18.02.2015;1.069;1.074;1.0632;1.074;338
17.02.2015;1.0578;1.0694;1.0559;1.0691;339
16.02.2015;1.0622;1.0647;1.0551;1.0573;340
15.02.2015;1.0622;1.0622;1.0622;1.0622;341
13.02.2015;1.0614;1.0638;1.0575;1.0622;342
12.02.2015;1.052;1.0638;1.0491;1.0614;343
11.02.2015;1.0491;1.0531;1.0446;1.0518;344
10.02.2015;1.047;1.0495;1.0435;1.0491;345
09.02.2015;1.0475;1.0531;1.0418;1.0469;346
08.02.2015;1.0478;1.0478;1.0478;1.0478;347
06.02.2015;1.0575;1.0597;1.0502;1.0502;348
05.02.2015;1.0495;1.0642;1.0473;1.0573;349
04.02.2015;1.0606;1.0626;1.0482;1.0493;350
03.02.2015;1.0519;1.0621;1.0466;1.0601;351
02.02.2015;1.0394;1.0394;1.0394;1.0394;352
01.02.2015;1.0394;1.0394;1.0394;1.0394;353
31.01.2015;1.0431;1.0431;1.0431;1.0431;354
29.01.2015;1.0211;1.0465;1.0211;1.0454;355
28.01.2015;1.0262;1.0319;1.0184;1.0208;356
27.01.2015;1.0135;1.038;1.009;1.0264;357
26.01.2015;0.9819;1.017;0.9791;1.0137;358
25.01.2015;0.9876;0.9876;0.9876;0.9876;359
23.01.2015;0.9899;0.9915;0.9776;0.9876;360
22.01.2015;0.9994;1.0034;0.9847;0.9895;361
21.01.2015;1.0105;1.0135;0.985;0.9996;362
20.01.2015;1.0204;1.0226;1.0068;1.0107;363
19.01.2015;0.9939;0.9939;0.9939;0.9939;364
18.01.2015;0.9939;0.9939;0.9939;0.9939;365
16.01.2015;0.9975;1.0249;0.9753;0.9939;366
15.01.2015;1.201;1.2011;0.9705;0.9981;367
14.01.2015;1.201;1.201;1.2009;1.201;368
13.01.2015;1.2011;1.2011;1.2011;1.2011;369
11.01.2015;1.201;1.201;1.201;1.201;370
09.01.2015;1.2011;1.2012;1.2009;1.201;371
08.01.2015;1.201;1.2013;1.2009;1.2011;372
07.01.2015;1.2011;1.2012;1.2009;1.201;373
06.01.2015;1.2015;1.202;1.201;1.2011;374
05.01.2015;1.2024;1.2024;1.2013;1.2015;375
04.01.2015;1.2023;1.2023;1.2023;1.2023;376
02.01.2015;1.2026;1.2028;1.2018;1.2023;377
01.01.2015;1.2025;1.2025;1.2025;1.2025;378
31.12.2014;1.2024;1.2031;1.2022;1.2025;379
30.12.2014;1.2031;1.2032;1.2022;1.2023;380
29.12.2014;1.2028;1.2035;1.2026;1.2031;381
28.12.2014;1.203;1.203;1.203;1.203;382
26.12.2014;1.2023;1.203;1.202;1.203;383
25.12.2014;1.2024;1.2024;1.2024;1.2024;384
24.12.2014;1.2025;1.2028;1.2023;1.2024;385
23.12.2014;1.2033;1.2036;1.2022;1.2025;386
22.12.2014;1.203;1.2039;1.2026;1.2033;387
21.12.2014;1.2035;1.2035;1.2035;1.2035;388
19.12.2014;1.204;1.2049;1.2026;1.2035;389
18.12.2014;1.2009;1.2097;1.2009;1.204;390
17.12.2014;1.201;1.2011;1.2003;1.2009;391
16.12.2014;1.201;1.2012;1.2009;1.201;392
15.12.2014;1.2012;1.2014;1.2009;1.201;393
14.12.2014;1.201;1.201;1.201;1.201;394
12.12.2014;1.2012;1.2014;1.2009;1.201;395
11.12.2014;1.2033;1.2038;1.2011;1.2013;396
10.12.2014;1.202;1.2035;1.2017;1.2033;397
09.12.2014;1.2022;1.2024;1.2015;1.202;398
08.12.2014;1.2027;1.203;1.2019;1.2022;399
07.12.2014;1.2024;1.2024;1.2024;1.2024;400
05.12.2014;1.2023;1.203;1.202;1.2024;401
04.12.2014;1.2035;1.204;1.202;1.2023;402
03.12.2014;1.204;1.2042;1.2027;1.2035;403
02.12.2014;1.203;1.2047;1.2028;1.2041;404
01.12.2014;1.2023;1.2023;1.2023;1.2023;405
30.11.2014;1.2023;1.2023;1.2023;1.2023;406
28.11.2014;1.2021;1.2025;1.2012;1.2023;407
27.11.2014;1.2021;1.2026;1.2018;1.2022;408
25.11.2014;1.2026;1.2033;1.2023;1.2027;409
24.11.2014;1.2028;1.2031;1.2021;1.2025;410
23.11.2014;1.2017;1.2031;1.2017;1.2029;411
22.11.2014;1.2017;1.2017;1.2017;1.2017;412
21.11.2014;1.2021;1.2033;1.2015;1.2017;413
20.11.2014;1.2014;1.2025;1.2011;1.2022;414
19.11.2014;1.2013;1.2026;1.201;1.2014;415
18.11.2014;1.2013;1.2017;1.201;1.2013;416
17.11.2014;1.2014;1.2014;1.2014;1.2014;417
16.11.2014;1.2014;1.2014;1.2014;1.2014;418
14.11.2014;1.2022;1.2023;1.2011;1.2014;419
13.11.2014;1.2022;1.2025;1.2017;1.2023;420
12.11.2014;1.2033;1.2039;1.2018;1.2023;421
11.11.2014;1.2028;1.2035;1.2021;1.2033;422
10.11.2014;1.2035;1.2035;1.2035;1.2035;423
09.11.2014;1.2035;1.2035;1.2035;1.2035;424
07.11.2014;1.2043;1.2047;1.203;1.2035;425
06.11.2014;1.2037;1.2057;1.2032;1.2045;426
05.11.2014;1.2044;1.2046;1.2033;1.2036;427
04.11.2014;1.2057;1.2061;1.2043;1.2044;428
03.11.2014;1.2057;1.2057;1.2057;1.2057;429
02.11.2014;1.2057;1.2057;1.2057;1.2057;430
31.10.2014;1.2058;1.2069;1.2054;1.2057;431
